# edo-unity アセット目録 — Edo ▸ アセット目録 ▸ 目録を再生成 で更新
# 寸法は scale=1 のときの実寸[m]。pivot_bottom はピボットから最下端までの y
# (0 なら足元がピボット。負なら足元がピボットより下)
# root_scale: ルート自身の補正スケール(1 でなければ共通ヘルパに Vector3.one を渡すと化ける)
# shader: BUILTIN = URP でピンクになる。use: S=シーンで使用中 / B=ビルダーが参照
path	name	pack	kind	sx	sy	sz	pivot_bottom	root_scale	tris	renderers	shader	use
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/flower_goldenrod_01_detailed_2.fbx	flower_goldenrod_01_detailed_2	NatureManufacture Assets	fbx	0.26	0.93	0.25	-0.03	1	77	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/flower_sunroot_01_1.fbx	flower_sunroot_01_1	NatureManufacture Assets	fbx	0.57	1.8	0	-0.09	1	14	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/flower_sunroot_01_2.fbx	flower_sunroot_01_2	NatureManufacture Assets	fbx	0.43	1.74	0	-0.09	1	15	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/flower_sunroot_01_cross_1.fbx	flower_sunroot_01_cross_1	NatureManufacture Assets	fbx	0.43	1.81	0.57	-0.09	1	31	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/flower_sunroot_01_detailed_1.fbx	flower_sunroot_01_detailed_1	NatureManufacture Assets	fbx	0.56	1.67	0.72	-0.09	1	150	3	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/flower_sunroot_01_detailed_2.fbx	flower_sunroot_01_detailed_2	NatureManufacture Assets	fbx	0.54	1.57	0.62	-0.09	1	140	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_1.fbx	grass_meadow_01_1	NatureManufacture Assets	fbx	0.84	1.64	0	-0.03	1	18	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_2.fbx	grass_meadow_01_2	NatureManufacture Assets	fbx	0.75	1.64	0	-0.06	1	17	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_3.fbx	grass_meadow_01_3	NatureManufacture Assets	fbx	0.76	0.7	0	-0.08	1	15	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_4.fbx	grass_meadow_01_4	NatureManufacture Assets	fbx	1	0.91	0	-0.09	1	16	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_5.fbx	grass_meadow_01_5	NatureManufacture Assets	fbx	0.67	1.45	0	-0.06	1	19	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_6.fbx	grass_meadow_01_6	NatureManufacture Assets	fbx	0.54	0.85	0	-0.07	1	16	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_cross_1.fbx	grass_meadow_01_cross_1	NatureManufacture Assets	fbx	0.75	1.67	0.84	-0.06	1	35	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_cross_2.fbx	grass_meadow_01_cross_2	NatureManufacture Assets	fbx	0.76	0.91	1	-0.09	1	31	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_cross_3.fbx	grass_meadow_01_cross_3	NatureManufacture Assets	fbx	0.67	1.45	0.54	-0.07	1	35	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_detailed_1.fbx	grass_meadow_01_detailed_1	NatureManufacture Assets	fbx	1	0.89	0.99	-0.09	1	202	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_01_detailed_2.fbx	grass_meadow_01_detailed_2	NatureManufacture Assets	fbx	0.76	1.7	0.85	-0.07	1	267	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_1.fbx	grass_meadow_02_1	NatureManufacture Assets	fbx	0.45	0.64	0	-0.06	1	12	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_2.fbx	grass_meadow_02_2	NatureManufacture Assets	fbx	0.69	0.6	0	-0.03	1	17	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_3.fbx	grass_meadow_02_3	NatureManufacture Assets	fbx	0.58	0.65	0	-0.02	1	18	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_4.fbx	grass_meadow_02_4	NatureManufacture Assets	fbx	0.41	0.53	0	-0.05	1	12	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_5.fbx	grass_meadow_02_5	NatureManufacture Assets	fbx	0.93	1.56	0	-0.12	1	19	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_6.fbx	grass_meadow_02_6	NatureManufacture Assets	fbx	0.91	1.51	0	-0.08	1	19	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_cross_1.fbx	grass_meadow_02_cross_1	NatureManufacture Assets	fbx	0.69	0.65	0.58	-0.03	1	35	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_cross_2.fbx	grass_meadow_02_cross_2	NatureManufacture Assets	fbx	0.45	0.64	0.41	-0.06	1	24	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_cross_3.fbx	grass_meadow_02_cross_3	NatureManufacture Assets	fbx	0.93	1.56	0.91	-0.12	1	38	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_detailed_1.fbx	grass_meadow_02_detailed_1	NatureManufacture Assets	fbx	0.7	0.61	0.6	-0.07	1	153	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_02_detailed_2.fbx	grass_meadow_02_detailed_2	NatureManufacture Assets	fbx	0.93	1.52	0.91	-0.12	1	236	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_03_1.fbx	grass_meadow_03_1	NatureManufacture Assets	fbx	1.11	0.41	0.97	-0.01	1	97	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_03_2.fbx	grass_meadow_03_2	NatureManufacture Assets	fbx	1.23	0.74	1.14	-0.01	1	112	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_03_3.fbx	grass_meadow_03_3	NatureManufacture Assets	fbx	1.4	0.7	1.15	-0.01	1	87	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Models/grass_meadow_03_4.fbx	grass_meadow_03_4	NatureManufacture Assets	fbx	0.67	1.6	0.86	-0.1	1	60	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_bouncing_bet_01_1.prefab	prefab_flower_bouncing_bet_01_1	NatureManufacture Assets	prefab	0.2	0.64	0	-0.04	1	6	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_bouncing_bet_01_2.prefab	prefab_flower_bouncing_bet_01_2	NatureManufacture Assets	prefab	0.2	0.59	0	-0.04	1	8	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_bouncing_bet_01_cross_1.prefab	prefab_flower_bouncing_bet_01_cross_1	NatureManufacture Assets	prefab	0.2	0.67	0.19	-0.06	1	16	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_bouncing_bet_01_detailed_1.prefab	prefab_flower_bouncing_bet_01_detailed_1	NatureManufacture Assets	prefab	0.19	0.65	0.2	-0.09	1	88	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_brownray_knapweed_01_1.prefab	prefab_flower_brownray_knapweed_01_1	NatureManufacture Assets	prefab	0.42	0.62	0	-0.02	1	24	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_brownray_knapweed_01_2.prefab	prefab_flower_brownray_knapweed_01_2	NatureManufacture Assets	prefab	0.45	0.69	0	-0.03	1	28	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_brownray_knapweed_01_cross_1.prefab	prefab_flower_brownray_knapweed_01_cross_1	NatureManufacture Assets	prefab	0.42	0.69	0.45	-0.03	1	52	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_brownray_knapweed_01_detailed_1.prefab	prefab_flower_brownray_knapweed_01_detailed_1	NatureManufacture Assets	prefab	0.34	0.64	0.36	-0.02	1	180	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_brownray_knapweed_01_detailed_2.prefab	prefab_flower_brownray_knapweed_01_detailed_2	NatureManufacture Assets	prefab	0.37	0.66	0.43	-0.02	1	125	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_chamomile_01_1.prefab	prefab_flower_chamomile_01_1	NatureManufacture Assets	prefab	0.35	0.59	0	-0.04	0.66,0.66,0.66	7	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_chamomile_01_2.prefab	prefab_flower_chamomile_01_2	NatureManufacture Assets	prefab	0.35	0.55	0	-0.03	0.66,0.66,0.66	13	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_chamomile_01_cross_1.prefab	prefab_flower_chamomile_01_cross_1	NatureManufacture Assets	prefab	0.35	0.59	0.35	-0.04	0.66,0.66,0.66	20	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_chamomile_01_detailed_1.prefab	prefab_flower_chamomile_01_detailed_1	NatureManufacture Assets	prefab	0.35	0.57	0.36	-0.06	1	137	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_chamomile_01_detailed_2.prefab	prefab_flower_chamomile_01_detailed_2	NatureManufacture Assets	prefab	0.33	0.49	0.3	-0.04	1	128	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_chicory_01_1.prefab	prefab_flower_common_chicory_01_1	NatureManufacture Assets	prefab	0.39	0.8	0	-0.03	1	15	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_chicory_01_2.prefab	prefab_flower_common_chicory_01_2	NatureManufacture Assets	prefab	0.4	0.67	0	-0.02	1	14	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_chicory_01_cross_1.prefab	prefab_flower_common_chicory_01_cross_1	NatureManufacture Assets	prefab	0.4	0.8	0.39	-0.03	1	29	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_chicory_01_detailed_1.prefab	prefab_flower_common_chicory_01_detailed_1	NatureManufacture Assets	prefab	0.35	0.67	0.36	-0.05	1	143	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_chicory_01_detailed_2.prefab	prefab_flower_common_chicory_01_detailed_2	NatureManufacture Assets	prefab	0.47	0.67	0.49	-0.03	1	163	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_poppy_01_1.prefab	prefab_flower_common_poppy_01_1	NatureManufacture Assets	prefab	0.53	0.72	0	-0.02	1	31	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_poppy_01_2.prefab	prefab_flower_common_poppy_01_2	NatureManufacture Assets	prefab	0.43	0.59	0	-0.02	1	22	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_poppy_01_cross_1.prefab	prefab_flower_common_poppy_01_cross_1	NatureManufacture Assets	prefab	0.53	0.72	0.43	-0.02	1	53	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_poppy_01_detailed_1.prefab	prefab_flower_common_poppy_01_detailed_1	NatureManufacture Assets	prefab	0.32	0.68	0.36	-0.02	1	163	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_poppy_01_detailed_2.prefab	prefab_flower_common_poppy_01_detailed_2	NatureManufacture Assets	prefab	0.49	0.74	0.44	-0.02	1	311	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_Saint_John's_wort_01_1.prefab	prefab_flower_common_Saint_John's_wort_01_1	NatureManufacture Assets	prefab	0.34	0.37	0	-0.05	1	4	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_Saint_John's_wort_01_2.prefab	prefab_flower_common_Saint_John's_wort_01_2	NatureManufacture Assets	prefab	0.33	0.37	0	-0.02	1	6	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_Saint_John's_wort_01_cross_1.prefab	prefab_flower_common_Saint_John's_wort_01_cross_1	NatureManufacture Assets	prefab	0.34	0.4	0.33	-0.05	1	10	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_common_Saint_John's_wort_01_detailed_1.prefab	prefab_flower_common_Saint_John's_wort_01_detailed_1	NatureManufacture Assets	prefab	0.32	0.39	0.38	-0.04	1	61	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_cornflower_01_1.prefab	prefab_flower_cornflower_01_1	NatureManufacture Assets	prefab	0.5	0.65	0	-0.04	1	5	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_cornflower_01_2.prefab	prefab_flower_cornflower_01_2	NatureManufacture Assets	prefab	0.46	0.65	0	-0.04	1	7	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_cornflower_01_cross_1.prefab	prefab_flower_cornflower_01_cross_1	NatureManufacture Assets	prefab	0.46	0.65	0.5	-0.04	1	12	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_cornflower_01_detailed_1.prefab	prefab_flower_cornflower_01_detailed_1	NatureManufacture Assets	prefab	0.46	0.73	0.49	-0.04	1	108	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_cornflower_01_detailed_2.prefab	prefab_flower_cornflower_01_detailed_2	NatureManufacture Assets	prefab	0.5	0.67	0.54	-0.04	1	105	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_1.prefab	prefab_flower_goldenrod_01_1	NatureManufacture Assets	prefab	0.33	1.4	0	-0.04	1	14	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_2.prefab	prefab_flower_goldenrod_01_2	NatureManufacture Assets	prefab	0.36	1.4	0.01	-0.03	1	15	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_3.prefab	prefab_flower_goldenrod_01_3	NatureManufacture Assets	prefab	0.23	0.97	0	-0.03	1	14	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_cross_1.prefab	prefab_flower_goldenrod_01_cross_1	NatureManufacture Assets	prefab	0.36	1.4	0.33	-0.04	1	29	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_cross_2.prefab	prefab_flower_goldenrod_01_cross_2	NatureManufacture Assets	prefab	0.23	0.97	0.23	-0.03	1	32	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_detailed_1.prefab	prefab_flower_goldenrod_01_detailed_1	NatureManufacture Assets	prefab	0.46	1.44	0.56	-0.04	1	132	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_goldenrod_01_detailed_2.prefab	prefab_flower_goldenrod_01_detailed_2	NatureManufacture Assets	prefab	0.26	0.93	0.25	-0.03	1	77	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_sunroot_01_1.prefab	prefab_flower_sunroot_01_1	NatureManufacture Assets	prefab	0.57	1.8	0	-0.09	1	14	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_sunroot_01_2.prefab	prefab_flower_sunroot_01_2	NatureManufacture Assets	prefab	0.43	1.74	0	-0.09	1	15	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_sunroot_01_cross_1.prefab	prefab_flower_sunroot_01_cross_1	NatureManufacture Assets	prefab	0.43	1.81	0.57	-0.09	1	31	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_sunroot_01_detailed_1.prefab	prefab_flower_sunroot_01_detailed_1	NatureManufacture Assets	prefab	0.56	1.67	0.72	-0.09	1	150	3	MIXED	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Flowers/prefab_flower_sunroot_01_detailed_2.prefab	prefab_flower_sunroot_01_detailed_2	NatureManufacture Assets	prefab	0.54	1.57	0.62	-0.09	1	140	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_1.prefab	prefab_grass_meadow_01_1	NatureManufacture Assets	prefab	0.84	1.64	0	-0.03	1	18	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_2.prefab	prefab_grass_meadow_01_2	NatureManufacture Assets	prefab	0	1.64	0.75	-0.06	1	17	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_3.prefab	prefab_grass_meadow_01_3	NatureManufacture Assets	prefab	0.76	0.7	0	-0.08	1	15	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_4.prefab	prefab_grass_meadow_01_4	NatureManufacture Assets	prefab	1	0.91	0	-0.09	1	16	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_5.prefab	prefab_grass_meadow_01_5	NatureManufacture Assets	prefab	0.67	1.45	0	-0.06	1	19	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_6.prefab	prefab_grass_meadow_01_6	NatureManufacture Assets	prefab	0.54	0.85	0	-0.07	1	16	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_cross_1.prefab	prefab_grass_meadow_01_cross_1	NatureManufacture Assets	prefab	0.75	1.67	0.84	-0.06	1	35	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_cross_2.prefab	prefab_grass_meadow_01_cross_2	NatureManufacture Assets	prefab	0.76	0.91	1	-0.09	1	31	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_cross_3.prefab	prefab_grass_meadow_01_cross_3	NatureManufacture Assets	prefab	0.67	1.45	0.54	-0.07	1	35	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_detailed_1.prefab	prefab_grass_meadow_01_detailed_1	NatureManufacture Assets	prefab	1	0.89	0.99	-0.09	1	202	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_01_detailed_2.prefab	prefab_grass_meadow_01_detailed_2	NatureManufacture Assets	prefab	0.76	1.7	0.85	-0.07	1	267	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_2.prefab	prefab_grass_meadow_02_2	NatureManufacture Assets	prefab	0.69	0.6	0	-0.03	1	17	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_3.prefab	prefab_grass_meadow_02_3	NatureManufacture Assets	prefab	0.58	0.65	0	-0.02	1	18	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_4.prefab	prefab_grass_meadow_02_4	NatureManufacture Assets	prefab	0.41	0.53	0	-0.05	1	12	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_5.prefab	prefab_grass_meadow_02_5	NatureManufacture Assets	prefab	0.93	1.56	0	-0.12	1	19	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_6.prefab	prefab_grass_meadow_02_6	NatureManufacture Assets	prefab	0.91	1.51	0	-0.08	1	19	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_cross_1.prefab	prefab_grass_meadow_02_cross_1	NatureManufacture Assets	prefab	0.69	0.65	0.58	-0.03	1	35	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_cross_2.prefab	prefab_grass_meadow_02_cross_2	NatureManufacture Assets	prefab	0.45	0.64	0.41	-0.06	1	24	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_cross_3.prefab	prefab_grass_meadow_02_cross_3	NatureManufacture Assets	prefab	0.93	1.56	0.91	-0.12	1	38	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_detailed_1.prefab	prefab_grass_meadow_02_detailed_1	NatureManufacture Assets	prefab	0.7	0.61	0.6	-0.07	1	153	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_02_detailed_2.prefab	prefab_grass_meadow_02_detailed_2	NatureManufacture Assets	prefab	0.93	1.52	0.91	-0.12	1	236	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_03_1.prefab	prefab_grass_meadow_03_1	NatureManufacture Assets	prefab	1.11	0.41	0.97	-0.01	1	97	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_03_2.prefab	prefab_grass_meadow_03_2	NatureManufacture Assets	prefab	1.23	0.74	1.14	-0.01	1	112	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_03_3.prefab	prefab_grass_meadow_03_3	NatureManufacture Assets	prefab	1.4	0.7	1.15	-0.01	1	87	2	URP	S
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Grass/prefab_grass_meadow_03_4.prefab	prefab_grass_meadow_03_4	NatureManufacture Assets	prefab	0.67	1.6	0.86	-0.1	1	60	2	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_bouncing_bet_01_1.prefab	prefab_Terrain_flower_bouncing_bet_01_1	NatureManufacture Assets	prefab	0.2	0.64	0	-0.04	1	6	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_bouncing_bet_01_2.prefab	prefab_Terrain_flower_bouncing_bet_01_2	NatureManufacture Assets	prefab	0.2	0.59	0	-0.04	1	8	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_bouncing_bet_01_cross_1.prefab	prefab_Terrain_flower_bouncing_bet_01_cross_1	NatureManufacture Assets	prefab	0.2	0.67	0.19	-0.06	1	16	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_bouncing_bet_01_detailed_1.prefab	prefab_Terrain_flower_bouncing_bet_01_detailed_1	NatureManufacture Assets	prefab	0.19	0.65	0.18	-0.09	1	26	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_brownray_knapweed_01_1.prefab	prefab_Terrain_flower_brownray_knapweed_01_1	NatureManufacture Assets	prefab	0.39	0.62	0	-0.02	1	5	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_brownray_knapweed_01_2.prefab	prefab_Terrain_flower_brownray_knapweed_01_2	NatureManufacture Assets	prefab	0.45	0.68	0	-0.02	1	6	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_brownray_knapweed_01_cross_1.prefab	prefab_Terrain_flower_brownray_knapweed_01_cross_1	NatureManufacture Assets	prefab	0.45	0.68	0.39	-0.02	1	11	1	URP	-
Assets/NatureManufacture Assets/Meadow Environment Dynamic Nature/Grass/Prefabs Unity Terrain Flowers/prefab_Terrain_flower_brownray_knapweed_01_detailed_1.prefab	prefab_Terrain_flower_brownray_knapweed_01_detailed_1	NatureManufacture Assets	prefab	0.34	0.63	0.36	-0.02	1	44	1	URP	-
